repeat_id,split_seed,image_id,gt_grade,set_id,clinician_id,condition,final_grade,confidence_score,decision_time_sec,correct,ai_shown_pred_grade,ai_shown_prob_top1,confidence_prob_calib
0,0,5,3,test,2,AI-assist,3,80.77180401748525,20.342899475784222,0,3,0.75,0.499
0,0,6,3,test,1,No-assist,3,60.85734697854311,19.81568919364022,0,3,,0.7309845579527701
0,0,6,3,test,1,AI-assist,3,80.10122159407904,10.725631879503744,0,3,0.5,0.747131424230041
0,0,6,3,test,2,No-assist,2,72.6445827140207,19.722526248321795,0,3,,0.6702220451672907
0,0,6,3,test,2,AI-assist,0,57.10090309615994,19.554056293590342,1,3,0.5,0.9725944988044682
0,0,7,1,test,1,No-assist,1,64.6501416173473,20.94104556111101,1,1,,0.3624132603131707
0,0,7,1,test,1,AI-assist,1,80.63379968367335,24.41688551580496,1,1,0.5,0.9752119389932814
0,0,7,1,test,2,No-assist,0,48.53046197992538,23.11223591272028,1,1,,0.3572357163870345
0,0,7,1,test,2,AI-assist,1,50.03659669633705,47.035073883494725,0,1,0.5,0.6710228216996311
0,0,8,2,test,1,No-assist,0,34.59896951968868,20.96270890688237,1,2,,0.6832466800756033
0,0,8,2,test,1,AI-assist,2,49.89576611244647,20.887692238450622,1,2,0.5,0.6757820698909724
0,0,8,2,test,2,No-assist,2,78.85501935193687,22.64413050625051,1,2,,0.7515925226124233
0,0,8,2,test,2,AI-assist,2,80.78995293195248,27.9865677406152,1,2,0.5,0.599
0,0,9,0,test,1,No-assist,0,78.53476443668524,20.21283064320912,1,0,,0.6933690271560936
0,0,9,0,test,1,AI-assist,4,86.80476443668522,20.23426521036096,0,0,0.75,0.8175613557010362
0,0,9,0,test,2,No-assist,0,99.42037880723358,22.328129883436468,1,2,,0.6843735716412598
0,0,9,0,test,2,AI-assist,1,87.33535879406762,23.134354619388212,1,2,0.5,0.6734122545679524
0,0,10,2,test,1,No-assist,2,66.44885375870714,19.75452280229663,1,2,,0.694486690858695
0,0,10,2,test,1,AI-assist,2,80.73461368157038,19.826481904301765,1,2,0.5,0.599
0,0,10,2,test,2,No-assist,3,45.32436010867063,19.784846678851924,1,2,,0.834194498804468
0,0,10,2,test,2,AI-assist,2,49.85690149115428,18.821276967531112,0,2,0.5,0.7310296940334631
0,0,11,1,test,1,No-assist,1,67.05393786819202,22.053336384346167,1,1,,0.6987534650279819
0,0,11,1,test,1,AI-assist,1,80.76852736166322,23.20002984015984,1,1,0.5,0.699
0,0,11,1,test,2,No-assist,1,73.58744983337017,22.95041817864319,1,1,,0.8313374857520688
0,0,11,1,test,2,AI-assist,1,80.4947168404421,16.143331165250274,1,1,0.5,0.9779386228351324
0,0,12,0,test,1,No-assist,1,37.00685174353437,19.83332591074497,1,0,,0.699
0,0,12,0,test,1,AI-assist,0,50.0307228005509,19.65554238922713,1,0,0.5,0.699
0,0,12,0,test,2,No-assist,0,73.18992902728773,21.673162309476226,1,0,,0.6729196681184668
0,0,12,0,test,2,AI-assist,0,80.47243664296806,29.37868202864478,1,0,0.5,0.8070057025106684
0,0,13,2,test,1,No-assist,2,114.2096359535506,21.46425788978728,1,3,,0.3626082479370382
0,0,13,2,test,1,AI-assist,4,86.88426526807439,22.50680639579051,1,3,0.5,0.499
0,0,13,2,test,2,No-assist,3,32.3645277221261,22.736983677846894,1,4,,0.6974544636409244
0,0,13,2,test,2,AI-assist,2,51.050530392121466,34.93828715830175,1,4,0.5,0.6815119831118042
0,0,14,1,test,1,No-assist,1,66.11859509232768,22.130707822932663,1,1,,0.8058055011955318
0,0,14,1,test,1,AI-assist,1,80.71610338426808,22.86340650347629,1,1,0.5,0.9470625142479312
0,0,14,1,test,2,No-assist,2,51.81314502430359,22.8905320809936,0,1,,0.665676660106152
0,0,14,1,test,2,AI-assist,1,50.22058411373583,22.102648860429472,0,1,0.5,0.6728305470716239
0,0,15,0,test,1,No-assist,2,34.68314726880244,19.95668103232277,1,4,,0.6790812764986737
0,0,15,0,test,1,AI-assist,0,49.9004840966236,26.609814787788743,1,4,0.5,0.82951347760846
0,0,15,0,test,2,No-assist,3,61.60290362616598,20.460555458850315,0,0,,0.672344990794082
0,0,15,0,test,2,AI-assist,0,50.76927930537146,33.78112676262082,1,0,0.5,0.499
0,0,16,1,test,1,No-assist,4,35.70016546641382,22.17814569795867,1,1,,0.3594455020536868
0,0,16,1,test,1,AI-assist,1,49.957485808057946,18.20599821474541,1,1,0.5,0.499
0,0,16,1,test,2,No-assist,1,90.46041047273616,20.118357131635435,0,1,,0.6754286283820117
0,0,16,1,test,2,AI-assist,1,81.44041047273618,17.99681799094796,0,1,0.85,0.690626855780569
0,0,17,0,test,1,No-assist,1,36.76409380807681,21.12186749858711,1,0,,0.3552037167463245
0,0,17,0,test,1,AI-assist,0,50.01711673350327,24.502152543400143,1,0,0.5,0.9591567625745592
0,0,17,0,test,2,No-assist,0,89.14136834691388,22.647166185556664,1,0,,0.7670123415578503
0,0,17,0,test,2,AI-assist,0,81.36648096114783,11.984688511645329,1,0,0.5,0.5899151531475618
0,0,18,3,test,1,No-assist,4,37.968960183830255,21.59937637709848,1,1,,0.6889320616578467
0,0,18,3,test,1,AI-assist,3,50.08464693662938,24.613098067193285,1,1,0.5,0.7548681003086269
0,0,18,3,test,2,No-assist,0,54.49531761579476,21.47618613704101,1,3,,0.6962821557774241
0,0,18,3,test,2,AI-assist,3,50.37091419478687,16.87326737597025,0,3,0.5,0.5953508748728855
0,0,19,1,test,1,No-assist,1,69.74178775511652,20.17111354176171,1,1,,0.699
0,0,19,1,test,1,AI-assist,1,80.91917564307366,19.209248703572737,1,1,0.5,0.6713013984650926
0,0,19,1,test,2,No-assist,1,81.64488667313115,22.06929470275657,1,1,,0.7695386228351322
0,0,19,1,test,2,AI-assist,1,80.94631907402972,15.036754057846727,1,1,0.5,0.9425718530599148
0,0,20,3,test,1,No-assist,3,72.70699398376833,20.845847039779027,1,3,,0.685656707480658
0,0,20,3,test,1,AI-assist,3,81.08536915877076,17.013750004985024,1,3,0.5,0.499
0,0,20,3,test,2,No-assist,1,38.47069118221184,20.52755411883626,1,3,,0.7595134776084601
0,0,20,3,test,2,AI-assist,3,49.47276789420378,17.53514811455695,1,3,0.5,0.6937954238976599
0,0,21,2,test,1,No-assist,3,45.208789115589184,21.60734654670673,1,2,,0.6639428084031834
0,0,21,2,test,1,AI-assist,2,50.49042398228247,23.527207203785927,0,2,0.5,0.8199999999999998
0,0,21,2,test,2,No-assist,3,25.84519691904981,23.14783864215384,0,2,,0.9109798088142256
0,0,21,2,test,2,AI-assist,2,48.76513573737997,27.162422281187084,1,2,0.5,0.9708397623626764
0,0,22,1,test,1,No-assist,1,68.25772151768082,23.28667365832393,1,1,,0.8244065783803951
0,0,22,1,test,1,AI-assist,1,80.83599688028019,27.764483567269647,1,1,0.5,0.7329876584421499
0,0,22,1,test,2,No-assist,1,100.39102633166996,19.53214778429873,1,1,,0.7690154420472299
0,0,22,1,test,2,AI-assist,4,87.38976152768865,13.517014478011767,1,1,0.5,0.9425467566378783
0,0,23,1,test,1,No-assist,1,77.70497739798547,19.90525846989266,1,4,,0.6910755725627031
0,0,23,1,test,1,AI-assist,1,81.3654955213078,12.796627193984492,1,4,0.5,0.499
0,0,23,1,test,2,No-assist,1,51.89784474908269,21.07309115266106,0,1,,0.928848620618675
0,0,23,1,test,2,AI-assist,1,79.27906050996216,18.89771186148439,1,1,0.5,0.7528685757699592
0,0,24,4,test,1,No-assist,3,54.16018190917763,19.4290699582573,1,4,,0.6791723370212065
0,0,24,4,test,1,AI-assist,4,50.99213054973036,18.87647064303432,0,4,0.5,0.4901944790494149
0,0,24,4,test,2,No-assist,4,30.99745633402732,22.29128717169803,1,4,,0.3427642836129654
0,0,24,4,test,2,AI-assist,4,78.10763809874189,22.465604145440956,0,4,0.5,0.4921882110662688
0,0,25,0,test,1,No-assist,0,60.39052409103069,21.784108849137453,0,0,,0.6733846851438191
0,0,25,0,test,1,AI-assist,0,80.07505716202913,20.75628904334213,0,0,0.5,0.6751254912249446
0,0,25,0,test,2,No-assist,1,64.26285180984074,20.45735105815509,0,0,,0.6720175100860198
0,0,25,0,test,2,AI-assist,0,51.23836375553397,15.179130158953281,1,0,0.5,0.599
0,0,26,2,test,1,No-assist,2,65.95950335389581,22.11666346987531,1,2,,0.699
0,0,26,2,test,1,AI-assist,2,80.70718662998877,16.914075059271042,1,2,0.5,0.699
0,0,26,2,test,2,No-assist,2,64.28221134140279,19.68986167068651,1,2,,0.6959844934171945
0,0,26,2,test,2,AI-assist,2,79.97317797260996,13.15126492558894,1,2,0.5,0.499
0,0,27,0,test,1,No-assist,0,33.72068078946968,23.083289582636915,1,4,,0.2978423332011979
0,0,27,0,test,1,AI-assist,0,78.58026904963803,18.62497472974376,0,4,0.5,0.499
0,0,27,0,test,2,No-assist,0,76.12329516245465,22.07926634332465,1,0,,0.8336889469434912
0,0,27,0,test,2,AI-assist,0,80.95684558900344,21.027390167484448,1,0,0.5,0.499
0,0,28,1,test,1,No-assist,2,34.25512279484664,21.90087114530621,1,1,,0.3502284305310285
0,0,28,1,test,1,AI-assist,1,49.87649423330692,12.6139540788411,1,1,0.5,0.95806777277587
0,0,28,1,test,2,No-assist,3,35.42669578557195,19.455331334375938,1,1,,0.6832575208691115
0,0,28,1,test,2,AI-assist,1,49.30215841286482,24.37866484471603,1,1,0.5,0.499
0,0,29,0,test,1,No-assist,0,38.88529781517623,22.204989104784865,1,0,,0.7595768003174951
0,0,29,0,test,1,AI-assist,0,78.86973487243223,14.671557537011562,0,0,0.5,0.7309845579527702
0,0,29,0,test,2,No-assist,1,43.83474965817952,20.79976403249778,0,0,,0.3375867396868292
0,0,29,0,test,2,AI-assist,0,50.0934119869862,15.753889699702238,0,0,0.5,0.6905889053505386
0,0,30,1,test,1,No-assist,0,8.998090408656271,20.001842162608632,0,1,,0.6636480663914195
0,0,30,1,test,1,AI-assist,1,48.14089117414143,9.948812620584738,0,1,0.5,0.3502284305310285
0,0,30,1,test,2,No-assist,1,75.91551566578552,21.89280484413556,1,3,,0.698227380164561
0,0,30,1,test,2,AI-assist,1,80.9451999892109,15.859474537901082,1,3,0.5,0.599
0,0,31,3,test,1,No-assist,3,45.87764763205867,21.197682316046425,1,0,,0.6877489634280899
0,0,31,3,test,1,AI-assist,3,79.26164123895161,16.63746728049926,1,0,0.5,0.699
0,0,31,3,test,2,No-assist,3,74.0209705760347,21.259530259210848,1,3,,0.6832900509023878
0,0,31,3,test,2,AI-assist,3,80.83901475795449,18.93795727802176,1,3,0.5,0.4952867170947787
0,0,32,0,test,1,No-assist,0,50.17085873911864,19.76835521093697,0,0,,0.6731351737886212
0,0,32,0,test,1,AI-assist,0,79.50226660949673,15.75108239254508,1,0,0.5,0.699
0,0,32,0,test,2,No-assist,0,68.75354858323863,21.603001041528607,1,1,,0.9323539770791266
0,0,32,0,test,2,AI-assist,0,80.54378693495045,22.16762778132458,1,1,0.5,0.699
0,0,33,3,test,1,No-assist,2,20.05857031662504,20.72268207942681,0,3,,0.6787552375166249
0,0,33,3,test,1,AI-assist,3,48.760807597977504,16.381463144255957,0,3,0.5,0.5880159810247667
0,0,33,3,test,2,No-assist,0,42.162624452136114,20.530916522859066,0,3,,0.3317604752297383
0,0,33,3,test,2,AI-assist,3,49.99969291814274,16.04378694218912,1,3,0.5,0.9459602376373238
0,0,34,4,test,1,No-assist,4,52.06364254216102,21.36402999617933,0,0,,0.7404231996825049
0,0,34,4,test,1,AI-assist,4,79.60835312437133,22.675058099649263,1,0,0.5,0.7363504973971128
0,0,34,4,test,2,No-assist,1,42.71313049385186,22.98442013271386,0,4,,0.8196677727758697
0,0,34,4,test,2,AI-assist,4,50.03054761337479,20.01527727622509,0,4,0.5,0.9415880610067188
0,0,35,3,test,1,No-assist,3,134.81479407162834,20.545504487309497,1,3,,0.6801090383242697
0,0,35,3,test,1,AI-assist,0,88.03914064775233,18.35349423733932,1,3,0.5,0.9673344059022247
0,0,35,3,test,2,No-assist,3,55.38401401210314,20.8901406853868,1,3,,0.7636495026028873
0,0,35,3,test,2,AI-assist,3,81.39445289803223,18.251787715947565,1,3,0.5,0.977274860170426
0,0,36,4,test,1,No-assist,2,22.07012547119248,20.84447982543752,0,0,,0.9191574521418912
0,0,36,4,test,1,AI-assist,4,48.87355099502215,15.170982467729948,1,0,0.5,0.599
0,0,36,4,test,2,No-assist,0,42.66870696799303,22.702417346982948,0,4,,0.6639802792887137
0,0,36,4,test,2,AI-assist,4,50.02805776903587,15.17142895704784,0,4,0.5,0.5871179969103474
0,0,37,1,test,1,No-assist,3,22.78952077136761,21.709580891469905,0,1,,0.6678364031052701
0,0,37,1,test,1,AI-assist,1,48.913871574736575,16.538288816400787,1,1,0.5,0.599
0,0,37,1,test,2,No-assist,0,42.61462184040369,21.54823122946476,0,1,,0.7416284083089414
0,0,37,1,test,2,AI-assist,1,50.02502641242595,18.9852720682961,0,1,0.5,0.6713550345969254
0,0,38,0,test,1,No-assist,0,108.71100940420504,20.435200633532304,1,0,,0.6667358934473472
0,0,38,0,test,1,AI-assist,4,86.57607892038936,12.76405137981111,1,0,0.5,0.941387020063314
0,0,38,0,test,2,No-assist,0,60.91876984021529,21.65450738317548,0,0,,0.6825356471007755
0,0,38,0,test,2,AI-assist,0,81.70466421511054,16.833088536466832,0,0,0.5,0.7416284083089415
0,0,39,3,test,1,No-assist,3,53.543566870509125,19.485854834719568,0,0,,0.3376738356292554
0,0,39,3,test,1,AI-assist,3,79.69129974195133,18.20174259734115,1,0,0.5,0.599
0,0,39,3,test,2,No-assist,2,43.02195290782957,23.22518665830179,0,3,,0.6784519400701294
0,0,39,3,test,2,AI-assist,3,50.04785645422676,35.04473630822343,0,3,0.5,0.599
0,0,40,3,test,1,No-assist,0,23.940224053065787,20.36533117473892,0,0,,0.8041467566378782
0,0,40,3,test,1,AI-assist,3,48.97836605139783,17.878559510110456,1,0,0.5,0.7515925226124234
0,0,40,3,test,2,No-assist,4,41.45113512614788,21.118011633176742,0,4,,0.8063110530565087
0,0,40,3,test,2,AI-assist,3,49.95981545150168,16.90506338919321,1,4,0.5,0.8320334634540556
0,0,41,0,test,1,No-assist,3,25.15586206769934,22.939490069202463,0,0,,0.7370057025106685
0,0,41,0,test,1,AI-assist,0,49.04649998202121,33.783258134005195,1,0,0.5,0.699
0,0,41,0,test,2,No-assist,0,66.22326107851248,21.09643605435374,1,1,,0.699
0,0,41,0,test,2,AI-assist,0,80.40196969064834,24.44943897437415,1,1,0.5,0.8224386442989635
0,0,42,0,test,1,No-assist,1,25.20583264491345,22.13069316112725,0,0,,0.8155934216196048
0,0,42,0,test,1,AI-assist,0,49.04930072681541,32.28302676886682,1,0,0.5,0.94145648170346
0,0,42,0,test,2,No-assist,0,66.05740910646114,21.896780732349665,1,0,,0.7363504973971127
0,0,42,0,test,2,AI-assist,0,80.39267403962273,24.53218397296646,1,0,0.5,0.699
0,0,43,4,test,1,No-assist,4,58.58749340748349,20.18966577898741,1,4,,0.7548681003086268
0,0,43,4,test,1,AI-assist,4,79.97400111900825,28.97080925387696,1,4,0.5,0.699
0,0,43,4,test,2,No-assist,2,34.13754365059362,19.44059042058714,1,4,,0.3582481540880221
0,0,43,4,test,2,AI-assist,4,49.5499041718241,12.648934134594725,1,4,0.5,0.499
0,0,44,0,test,1,No-assist,2,31.51544786438791,22.538848465902177,1,0,,0.7484074773875767
0,0,44,0,test,1,AI-assist,0,49.402941268200976,35.569705628777754,1,0,0.5,0.499
0,0,44,0,test,2,No-assist,0,46.763592604084,22.229865603200075,1,0,,0.6705197075275203
0,0,44,0,test,2,AI-assist,0,79.31129657428455,14.974289111711128,1,0,0.5,0.9576432374254412
0,0,45,0,test,1,No-assist,0,64.17285701640515,19.812662118733662,0,0,,0.3497715694689714
0,0,45,0,test,1,AI-assist,0,80.60704889478984,11.718425707585707,1,0,0.5,0.599
0,0,45,0,test,2,No-assist,0,47.45182159184992,21.831227783935752,1,2,,0.3682395247702616
0,0,45,0,test,2,AI-assist,0,79.02987034833652,17.601124298307887,1,2,0.5,0.5984212809478449
0,0,46,0,test,1,No-assist,2,35.011283295220544,21.86042456275896,1,1,,0.6775721392868681
0,0,46,0,test,1,AI-assist,0,49.91887542446122,25.99370521366219,1,1,0.5,0.76901544204723
0,0,46,0,test,2,No-assist,1,18.091754377629385,20.988995562830844,0,0,,0.8011251398295742
0,0,46,0,test,2,AI-assist,0,48.33057173901016,25.49797896831095,0,0,0.5,0.8104865223915397
0,0,47,4,test,1,No-assist,4,66.05612145623293,22.11513424908064,1,2,,0.7589007963627303
0,0,47,4,test,1,AI-assist,4,80.71260186956039,26.07825927260313,1,2,0.5,0.499
0,0,47,4,test,2,No-assist,0,20.313221119038428,22.968399467614933,0,3,,0.6660374992597408
0,0,47,4,test,2,AI-assist,4,48.45508023497632,18.85507309786737,0,3,0.5,0.6767922348904137
0,0,48,1,test,1,No-assist,1,65.72752928277978,19.44290589385948,1,1,,0.6858339016029502
0,0,48,1,test,1,AI-assist,1,80.69418497564956,21.30060636583851,1,1,0.5,0.6730514154143636
0,0,48,1,test,2,No-assist,4,22.634432995447256,21.28091978046216,0,1,,0.907474452353774
0,0,48,1,test,2,AI-assist,1,48.58517923405794,16.594977981623174,1,1,0.5,0.699
0,0,49,0,test,1,No-assist,1,42.04298752213632,22.57492850184732,0,3,,0.3373917520629617
0,0,49,0,test,1,AI-assist,0,50.312987522136304,34.8940724587181,1,3,0.75,0.8187430401925934
0,0,49,0,test,2,No-assist,2,20.19652947748567,20.79632667777372,0,2,,0.6694174795822021
0,0,49,0,test,2,AI-assist,0,48.44853991613619,4.532596871559701,0,2,0.5,0.5858101328858256
0,0,50,0,test,1,No-assist,0,71.95013090954872,22.631190076373223,0,0,,0.8041718530599146
0,0,50,0,test,1,AI-assist,0,81.04294858984358,39.51057101694134,1,0,0.5,0.9720889469434912
0,0,50,0,test,2,No-assist,1,0.0,21.275343957381263,0,0,,0.3432387640731323
0,0,50,0,test,2,AI-assist,0,48.526250659600734,18.87060443139095,0,0,0.5,0.676424492612002
0,0,51,2,test,1,No-assist,2,82.4936042208196,22.396341752300216,1,3,,0.3567612359268676
0,0,51,2,test,1,AI-assist,2,81.63388789124087,28.505864954028688,1,3,0.5,0.9679043152219536
0,0,51,2,test,2,No-assist,0,20.20245677497105,21.26060901797868,0,3,,0.3417518459119779
0,0,51,2,test,2,AI-assist,2,48.448872128580014,22.975803491490574,0,3,0.5,0.943150088805298
0,0,52,3,test,1,No-assist,1,49.45461478042402,20.76152620199372,1,3,,0.699
0,0,52,3,test,1,AI-assist,3,50.72839349936279,24.60750922724278,0,3,0.5,0.3497715694689714
0,0,52,3,test,2,No-assist,4,21.238649336469663,20.14445272201776,0,3,,0.7379665365459442
0,0,52,3,test,2,AI-assist,3,48.50694852241416,22.78248297252378,0,3,0.5,0.9494655940977754
0,0,53,3,test,1,No-assist,3,90.46041047273616,20.92361912137437,1,3,,0.698096886361954
0,0,53,3,test,1,AI-assist,3,81.76041047273617,13.814844279119646,1,3,0.85,0.7583715916910587
0,0,53,3,test,2,No-assist,3,49.85677567444593,19.47641380074441,1,3,,0.9206709772910092
0,0,53,3,test,2,AI-assist,3,79.48466292033864,20.883257483475138,1,3,0.5,0.499
0,0,54,4,test,1,No-assist,4,57.45241746903396,21.98698393736708,1,4,,0.6906375467306466
0,0,54,4,test,1,AI-assist,4,79.91038252176826,14.496865374491309,1,4,0.5,0.7594039797980706
0,0,54,4,test,2,No-assist,0,82.94711720988295,22.81975703034453,1,0,,0.35913370730876
0,0,54,4,test,2,AI-assist,3,57.67833828832744,19.27228142079224,1,0,0.5,0.944205501195532
0,0,55,4,test,1,No-assist,4,82.77458204326635,19.94129680608335,1,4,,0.699
0,0,55,4,test,1,AI-assist,4,81.64963610183551,23.68687705496814,1,4,0.5,0.7670123415578504
0,0,55,4,test,2,No-assist,4,53.597910851396094,21.895313750810065,1,3,,0.6864206685894483
0,0,55,4,test,2,AI-assist,4,79.37434560673918,19.648647227676797,1,3,0.5,0.699
0,0,56,0,test,1,No-assist,2,65.92221855698631,19.936960665264483,1,0,,0.6844191764855294
0,0,56,0,test,1,AI-assist,0,51.33136773983503,18.933122572259816,1,0,0.5,0.599
0,0,56,0,test,2,No-assist,4,20.00518659566936,23.11403755034533,0,0,,0.7304613771648678
0,0,56,0,test,2,AI-assist,0,48.75781555372072,28.60150585951337,0,0,0.5,0.4897882504753224
0,0,57,4,test,1,No-assist,3,66.44015888764986,23.20965085823033,1,2,,0.3501073563352329
0,0,57,4,test,1,AI-assist,4,51.36039719608078,14.634574547092557,1,2,0.5,0.599
0,0,57,4,test,2,No-assist,3,19.986744827273657,21.09976898357909,0,4,,0.667750735916733
0,0,57,4,test,2,AI-assist,4,48.75678193174336,18.516734818019724,0,4,0.5,0.5914311938327438
0,0,58,4,test,1,No-assist,2,45.70393306804204,19.626302624468284,1,4,,0.6791949394474645
0,0,58,4,test,1,AI-assist,4,50.518175749913055,16.736527123811193,0,4,0.5,0.6807594404520307
0,0,58,4,test,2,No-assist,4,125.35415313859455,22.618774847843785,1,4,,0.6658379093329279
0,0,58,4,test,2,AI-assist,0,88.78889180292796,8.680612039437204,1,4,0.5,0.699
0,0,59,0,test,1,No-assist,0,96.89317421089554,21.52003180679006,1,4,,0.7569839562538235
0,0,59,0,test,1,AI-assist,0,82.12095322722091,23.634407938882585,1,4,0.5,0.8212569598074063
0,0,59,0,test,2,No-assist,3,24.29537083281961,20.10488532177439,0,0,,0.8113350904371426
0,0,59,0,test,2,AI-assist,0,48.998271274631705,27.466127214293422,1,0,0.5,0.4930751413664725
0,0,60,1,test,1,No-assist,0,47.58864168959412,19.8720614036997,1,0,,0.6978691353745725
0,0,60,1,test,1,AI-assist,1,50.62380966800406,24.77349596771221,0,0,0.5,0.6775968004755023
0,0,60,1,test,2,No-assist,3,91.38914958344344,22.167213129065324,1,1,,0.6865565621655392
0,0,60,1,test,2,AI-assist,4,57.83149628531052,15.36918758986852,1,1,0.5,0.9754129799366862
0,0,61,2,test,1,No-assist,0,60.68927997161935,22.642698462910506,0,2,,0.7487430401925935
0,0,61,2,test,1,AI-assist,2,51.03807263862904,21.7463098543816,1,2,0.5,0.499
0,0,61,2,test,2,No-assist,2,65.38609329266133,22.154057005850618,1,2,,0.3447962832536754
0,0,61,2,test,2,AI-assist,2,80.35504821307468,32.25309785721622,1,2,0.5,0.9753435182965404
0,0,62,3,test,1,No-assist,1,63.26962836638301,22.82350388205769,0,3,,0.3408662926912399
0,0,62,3,test,1,AI-assist,3,51.18269568956742,21.186969058058864,1,3,0.5,0.9387137177316022
0,0,62,3,test,2,No-assist,1,34.96268458568095,19.924545101602344,1,2,,0.768970305966537
0,0,62,3,test,2,AI-assist,3,49.5961515699385,32.64386908391272,1,2,0.5,0.8110992036372695
0,0,63,1,test,1,No-assist,3,59.19643426179739,19.929439592135,1,1,,0.682130629303455
0,0,63,1,test,1,AI-assist,1,50.95440180504205,19.35152787546053,0,1,0.5,0.4984634823952665
0,0,63,1,test,2,No-assist,4,41.98003388346272,19.446083643457904,0,1,,0.731029694033463
0,0,63,1,test,2,AI-assist,1,49.98945910430283,24.388221294061417,1,1,0.5,0.7569839562538236
0,0,64,0,test,1,No-assist,3,63.63654282348111,23.21383185639757,0,0,,0.3431944499350678
0,0,64,0,test,1,AI-assist,0,51.20326046614046,23.90353456873358,1,0,0.5,0.8329942974893313
0,0,64,0,test,2,No-assist,3,42.04298752213632,22.526154578590727,0,0,,0.7303277246601521
0,0,64,0,test,2,AI-assist,0,49.9929875221363,28.78141939504405,1,0,0.75,0.699
0,0,65,4,test,1,No-assist,2,49.236464853820095,20.19295397708467,1,4,,0.6839685538439393
0,0,65,4,test,1,AI-assist,4,50.71616665898284,13.612118156458529,0,4,0.5,0.4951351971618702
0,0,65,4,test,2,No-assist,1,90.4964558593833,22.620631871218567,1,3,,0.693584532826248
0,0,65,4,test,2,AI-assist,2,57.78146269674973,36.1867746057314,1,3,0.5,0.599
0,0,66,1,test,1,No-assist,0,62.96560317422322,21.80473409633172,0,1,,0.3405544979463131
0,0,66,1,test,1,AI-assist,1,51.16565572281661,25.95110874760337,1,1,0.5,0.9497350904371428
0,0,66,1,test,2,No-assist,0,46.84385669104731,22.24147722317876,1,1,,0.6863951626204451
0,0,66,1,test,2,AI-assist,1,50.26206604958355,15.266831892286293,0,1,0.5,0.5895569083575734
0,0,67,2,test,1,No-assist,2,102.06813032212916,21.491085175855208,1,2,,0.6880522608745854
0,0,67,2,test,1,AI-assist,4,87.80375964683154,36.28931302109287,1,2,0.5,0.4957150933552273
0,0,67,2,test,2,No-assist,2,78.76628084641274,21.91206613066872,1,2,,0.7583715916910586
0,0,67,2,test,2,AI-assist,2,81.1049793270584,23.887626635205958,1,2,0.5,0.499
0,0,68,2,test,1,No-assist,2,113.81344274241232,21.4245487547876,1,2,,0.699
0,0,68,2,test,1,AI-assist,4,86.86205947947926,26.295071657247416,1,2,0.5,0.599
0,0,68,2,test,2,No-assist,3,81.58817569510053,19.67628401468944,1,2,,0.6806702993417646
0,0,68,2,test,2,AI-assist,1,59.20217250067122,20.66157686907473,1,2,0.5,0.9752638573992032
0,0,69,1,test,1,No-assist,1,78.93741916711113,19.74398329407527,1,0,,0.3568055500649321
0,0,69,1,test,1,AI-assist,1,81.4345712667058,10.083452434208017,1,0,0.5,0.953993421619605
0,0,69,1,test,2,No-assist,0,52.593595028600085,23.092520679972026,0,4,,0.7475613557010363
0,0,69,1,test,2,AI-assist,1,50.26432668003241,15.916406608441557,0,4,0.5,0.4899123954831212
