epoch,method,mean_auc_pct,sample_sd_pct,ci95_halfwidth_pp,ci95_low_pct,ci95_high_pct,seed_1_pct,seed_2_pct,seed_3_pct,seed_4_pct,seed_5_pct,n_seeds
40,Full (IdenGate),74.622449,0.407088,0.505466,74.116983,75.127915,74.518167,75.327697,74.271908,74.511311,74.483163,5
41,Full (IdenGate),74.304524,0.406536,0.504781,73.799743,74.809305,74.116736,75.02182,74.175127,74.189676,74.019262,5
42,Full (IdenGate),74.687239,0.406054,0.504182,74.183056,75.191421,74.505868,75.404775,74.499939,74.601772,74.42384,5
43,Full (IdenGate),73.772314,0.405632,0.503658,73.268655,74.275972,73.577277,74.473129,73.566335,73.766635,73.478192,5
44,Full (IdenGate),72.72031,0.405263,0.5032,72.21711,73.22351,72.576098,73.378215,72.357976,72.818663,72.470597,5
45,Full (IdenGate),73.309912,0.40494,0.502799,72.807113,73.812711,73.166085,73.99435,72.987668,73.340513,73.060944,5
46,Full (IdenGate),73.223383,0.404657,0.502448,72.720935,73.725832,73.110658,73.935217,72.965852,73.126476,72.978714,5
47,Full (IdenGate),74.735432,0.40441,0.502142,74.23329,75.237573,74.591179,75.437647,74.404715,74.672213,74.571403,5
48,Full (IdenGate),74.07106,0.404194,0.501873,73.569186,74.572933,73.924794,74.786877,73.794284,73.93565,73.913695,5
49,Full (IdenGate),73.785468,0.404005,0.501639,73.28383,74.287107,73.515025,74.492048,73.607174,73.568637,73.744458,5
50,Full (IdenGate),73.69732,0.40384,0.501433,73.195886,74.198753,73.610062,74.21858,73.203148,73.475408,73.979401,5
51,Full (IdenGate),73.633514,0.403695,0.501254,73.13226,74.134768,73.54651,74.083934,73.087096,73.473902,73.976126,5
52,Full (IdenGate),73.626998,0.403569,0.501097,73.125901,74.128095,73.357012,74.027807,73.154523,73.536734,74.058913,5
53,Full (IdenGate),73.768626,0.403458,0.500959,73.267666,74.269585,73.686908,74.142273,73.23386,73.582338,74.197748,5
54,Full (IdenGate),73.537743,0.403361,0.500839,73.036904,74.038582,73.496598,73.886683,73.006368,73.317873,73.981192,5
55,Full (IdenGate),73.456971,0.403277,0.500734,72.956237,73.957705,73.358737,73.898596,72.927631,73.277589,73.822302,5
56,Full (IdenGate),74.070076,0.403203,0.500642,73.569434,74.570718,73.980123,74.434102,73.516325,73.923618,74.496213,5
57,Full (IdenGate),73.663142,0.403138,0.500562,73.162581,74.163704,73.679107,74.060129,73.093463,73.462751,74.020263,5
58,Full (IdenGate),72.928227,0.403081,0.500491,72.427736,73.428719,73.018305,73.334989,72.351549,72.70302,73.233272,5
59,Full (IdenGate),73.035518,0.403032,0.50043,72.535088,73.535947,73.20315,73.467401,72.507252,72.722844,73.276941,5
60,Full (IdenGate),73.080157,0.403009,0.500401,72.579756,73.580559,73.162509,73.529758,72.617987,72.710075,73.380457,5
2,w/o MGF,71.243546,1.115938,1.38562,69.857926,72.629166,71.800652,70.117244,72.610523,71.624234,70.065075,5
3,w/o MGF,70.200393,1.034656,1.284696,68.915698,71.485089,70.224184,69.561686,71.170231,71.220842,68.825024,5
4,w/o MGF,71.261987,0.963557,1.196415,70.065572,72.458401,71.333692,71.07137,71.937571,72.220771,69.746529,5
5,w/o MGF,73.343251,0.901365,1.119193,72.224058,74.462444,72.930663,73.312539,74.284075,74.111776,72.077199,5
6,w/o MGF,74.166462,0.846965,1.051645,73.114816,75.218107,74.445639,73.796426,75.225464,74.411908,72.952872,5
7,w/o MGF,74.683059,0.799379,0.99256,73.690499,75.675619,75.010364,74.011184,75.910747,74.465457,74.017541,5
8,w/o MGF,74.623678,0.757754,0.940876,73.682802,75.564555,74.791272,74.058706,75.847582,74.444908,73.975924,5
9,w/o MGF,75.005655,0.721344,0.895667,74.109988,75.901323,74.820319,74.235242,76.197255,74.941313,74.834148,5
10,w/o MGF,75.036145,0.689496,0.856122,74.180023,75.892267,74.316293,74.796847,76.180234,74.951592,74.935757,5
11,w/o MGF,74.824564,0.661637,0.821531,74.003033,75.646094,73.972359,74.487316,75.718371,74.78736,75.157412,5
12,w/o MGF,72.751783,0.637268,0.791273,71.96051,73.543056,72.33661,72.130788,73.782271,72.802144,72.707101,5
13,w/o MGF,74.779075,0.615952,0.764806,74.01427,75.543881,74.027631,74.555484,75.61444,74.53639,75.161433,5
14,w/o MGF,74.677281,0.597307,0.741654,73.935627,75.418935,73.904377,74.303026,75.395291,74.689333,75.094377,5
15,w/o MGF,74.417138,0.580997,0.721403,73.695735,75.138541,73.596632,74.308771,75.225911,74.432865,74.52151,5
16,w/o MGF,74.693878,0.56673,0.703688,73.990189,75.397566,73.976489,74.292259,75.41595,74.957999,74.826691,5
17,w/o MGF,74.018195,0.554251,0.688193,73.330002,74.706389,73.627699,73.591628,74.451646,74.772527,73.647476,5
18,w/o MGF,73.851365,0.543335,0.674639,73.176725,74.526004,73.716419,73.201426,74.165895,74.601651,73.571433,5
19,w/o MGF,74.353209,0.533786,0.662783,73.690425,75.015992,74.163706,73.718162,74.525058,75.158085,74.201033,5
20,w/o MGF,73.73789,0.525434,0.652413,73.085478,74.390303,73.729733,73.04486,74.019094,74.425741,73.470024,5
21,w/o MGF,73.663142,0.518128,0.643341,73.019801,74.306484,73.349031,73.24162,73.930498,74.452421,73.342142,5
22,w/o MGF,74.132776,0.511738,0.635406,73.49737,74.768182,73.817931,73.822797,74.61712,74.754301,73.651731,5
23,w/o MGF,73.592943,0.506147,0.628465,72.964478,74.221408,73.547646,73.207877,73.905326,74.272365,73.031503,5
24,w/o MGF,73.837718,0.501258,0.622394,73.215325,74.460112,74.05365,73.210933,74.336677,74.189083,73.398249,5
25,w/o MGF,73.962872,0.49698,0.617083,73.345789,74.579955,74.195518,73.4,74.253131,74.498588,73.467123,5
26,w/o MGF,73.851365,0.493239,0.612437,73.238927,74.463802,73.868217,73.279491,74.305013,74.368356,73.435747,5
27,w/o MGF,73.836489,0.489966,0.608374,73.228115,74.444862,73.822109,73.578348,73.665686,74.677014,73.439288,5
28,w/o MGF,73.901402,0.487104,0.604819,73.296582,74.506221,73.798596,73.408127,73.795132,74.72015,73.785002,5
29,w/o MGF,73.884436,0.4846,0.60171,73.282726,74.486146,73.867414,73.238056,73.736906,74.582031,73.997772,5
30,w/o MGF,73.922301,0.482409,0.59899,73.323311,74.521292,73.460178,73.645467,73.800364,74.709988,73.99551,5
31,w/o MGF,73.842021,0.480493,0.596611,73.24541,74.438632,73.361605,73.792067,73.685376,74.64903,73.722028,5
32,w/o MGF,74.049791,0.478817,0.59453,73.455261,74.644321,74.056178,73.632798,73.87847,74.862516,73.818993,5
33,w/o MGF,74.87669,0.477351,0.59271,74.283981,75.4694,74.831951,74.493214,74.966229,75.636382,74.455676,5
34,w/o MGF,73.64298,0.476069,0.591118,73.051862,74.234098,73.699399,73.340813,73.715068,74.359017,73.100603,5
35,w/o MGF,73.319892,0.474947,0.589725,72.730167,73.909617,73.427631,73.179299,73.400822,73.952824,72.638883,5
36,w/o MGF,74.263216,0.473966,0.588507,73.67471,74.851723,74.258181,74.322712,74.103578,74.97307,73.65854,5
37,w/o MGF,73.846693,0.473108,0.587441,73.259252,74.434134,73.691367,73.72033,74.097565,74.491314,73.232888,5
38,w/o MGF,72.650111,0.472357,0.586509,72.063602,73.236619,72.253654,72.563613,72.999542,73.263136,72.170608,5
39,w/o MGF,73.869068,0.4717,0.585693,73.283375,74.454761,73.47087,73.762262,74.142054,74.541224,73.428931,5
40,w/o MGF,73.449594,0.471126,0.58498,72.864614,74.034574,73.27887,73.320626,73.671619,74.116819,72.860039,5
41,w/o MGF,72.430661,0.470623,0.584356,71.846305,73.015018,72.380264,71.916466,72.83014,72.985339,72.041098,5
42,w/o MGF,73.649004,0.470184,0.583811,73.065194,74.232815,73.690123,73.181007,73.917081,74.266506,73.190304,5
43,w/o MGF,72.190558,0.4698,0.583333,71.607225,72.773891,72.188611,71.886878,72.240604,72.932945,71.703753,5
44,w/o MGF,68.925129,0.469463,0.582916,68.342213,69.508045,68.735585,68.467191,69.340316,69.508496,68.574058,5
45,w/o MGF,72.798623,0.469169,0.58255,72.216073,73.381173,72.592385,72.205631,73.186814,73.358498,72.649788,5
46,w/o MGF,73.17851,0.468912,0.582231,72.596279,73.760741,72.983232,72.586065,73.305162,73.866705,73.151386,5
47,w/o MGF,73.45316,0.468687,0.581951,72.871208,74.035111,73.162251,72.92986,73.504528,74.171178,73.497981,5
48,w/o MGF,72.651217,0.46849,0.581707,72.06951,73.232924,72.390857,72.338739,72.659008,73.459479,72.408003,5
49,w/o MGF,71.861569,0.468318,0.581493,71.280076,72.443062,71.641432,71.819323,71.454687,72.663924,71.728477,5
50,w/o MGF,72.393533,0.468167,0.581306,71.812227,72.974839,72.039535,72.289973,72.360277,73.195325,72.082557,5
51,w/o MGF,72.80477,0.468035,0.581142,72.223628,73.385913,72.36529,72.6038,73.258997,73.355612,72.440151,5
52,w/o MGF,73.341529,0.46792,0.580999,72.76053,73.922529,72.662113,73.402137,73.881699,73.621308,73.14039,5
53,w/o MGF,73.632776,0.467819,0.580874,73.051902,74.21365,73.021078,73.800149,74.285446,73.415578,73.641629,5
54,w/o MGF,72.945045,0.467731,0.580765,72.364281,73.52581,72.355409,73.292458,73.473495,72.593965,73.009901,5
55,w/o MGF,72.509712,0.467654,0.580669,71.929043,73.090381,72.020049,72.950024,73.06793,72.261451,72.249107,5
56,w/o MGF,72.320752,0.467586,0.580585,71.740167,72.901337,72.052476,72.421519,73.098897,72.000027,72.030843,5
57,w/o MGF,72.365318,0.467527,0.580512,71.784807,72.94583,72.258896,72.143062,73.190622,72.184678,72.049333,5
58,w/o MGF,72.269035,0.467476,0.580448,71.688588,72.849483,72.204671,71.992523,73.090757,72.065352,71.991873,5
59,w/o MGF,72.575854,0.46743,0.580392,71.995463,73.156246,72.280255,72.417086,73.395341,72.500918,72.285673,5
60,w/o MGF,72.176236,0.46741,0.580366,71.59587,72.756601,71.86884,72.201277,72.973232,71.993532,71.844296,5
2,Shuffle-MGF (control),72.656627,1.115514,1.385094,71.271533,74.04172,72.001433,74.168855,72.752774,71.231918,73.128152,5
3,Shuffle-MGF (control),72.656627,1.031259,1.280477,71.376149,73.937104,71.782947,73.978037,73.201686,71.469351,72.851112,5
4,Shuffle-MGF (control),73.215392,0.957559,1.188966,72.026426,74.404358,72.531002,74.4245,73.827023,72.048216,73.246219,5
5,Shuffle-MGF (control),74.053122,0.893092,1.10892,72.944202,75.162041,73.602767,75.244299,74.674856,73.015548,73.728139,5
6,Shuffle-MGF (control),74.704819,0.8367,1.038901,73.665919,75.74372,74.551557,76.113817,74.644336,74.298942,73.915445,5
7,Shuffle-MGF (control),74.86833,0.787374,0.977653,73.890677,75.845984,75.115553,75.953494,74.801243,74.702659,73.768702,5
8,Shuffle-MGF (control),75.001721,0.744226,0.924079,74.077642,75.9258,75.17866,76.088694,74.649746,75.026883,74.064623,5
9,Shuffle-MGF (control),75.178141,0.706484,0.877216,74.300925,76.055357,75.429857,76.065621,74.864775,75.359493,74.170961,5
10,Shuffle-MGF (control),75.185518,0.67347,0.836224,74.349294,76.021742,74.906488,75.977559,75.695183,75.078141,74.270217,5
11,Shuffle-MGF (control),75.149643,0.644592,0.800367,74.349276,75.950011,75.016088,75.882307,75.657362,74.940508,74.251952,5
12,Shuffle-MGF (control),74.555815,0.619332,0.769002,73.786813,75.324817,74.311714,74.921876,74.24123,75.434172,73.870083,5
13,Shuffle-MGF (control),73.551758,0.597236,0.741567,72.810191,74.293325,73.773429,72.936196,73.761663,74.328486,72.959016,5
14,Shuffle-MGF (control),73.308704,0.577908,0.717568,72.591136,74.026272,73.436499,72.505488,73.738202,73.911102,72.95223,5
15,Shuffle-MGF (control),73.774773,0.561002,0.696576,73.078197,74.471349,74.357621,72.954596,74.105562,73.985628,73.470456,5
16,Shuffle-MGF (control),74.178855,0.546213,0.678214,73.500642,74.857069,74.638693,73.650616,74.652313,74.421698,73.530955,5
17,Shuffle-MGF (control),74.166216,0.533278,0.662152,73.504064,74.828368,74.508112,73.488971,74.51064,74.632485,73.690871,5
18,Shuffle-MGF (control),74.279936,0.521962,0.648102,73.631834,74.928038,74.163689,73.778797,74.790276,74.862112,73.804806,5
19,Shuffle-MGF (control),74.445291,0.512064,0.635812,73.809479,75.081103,73.715376,74.195044,74.890298,74.949738,74.476001,5
20,Shuffle-MGF (control),74.377797,0.503407,0.625062,73.752735,75.002859,73.617805,74.244965,74.8029,74.864983,74.358331,5
21,Shuffle-MGF (control),73.983034,0.495833,0.615659,73.367376,74.598693,73.306378,73.828687,74.251158,74.632855,73.896093,5
22,Shuffle-MGF (control),73.805385,0.489209,0.607433,73.197952,74.412818,73.494576,73.93164,74.277775,74.200068,73.122866,5
23,Shuffle-MGF (control),73.944677,0.483414,0.600238,73.344439,74.544915,74.359974,74.124128,73.871495,74.226438,73.141348,5
24,Shuffle-MGF (control),74.141136,0.478346,0.593945,73.547191,74.735081,74.398971,74.618427,73.903534,74.361817,73.422931,5
25,Shuffle-MGF (control),74.368489,0.473912,0.588439,73.780049,74.956928,74.826973,74.636791,74.336401,74.453482,73.588795,5
26,Shuffle-MGF (control),74.236784,0.470034,0.583624,73.65316,74.820408,74.749974,74.681688,74.066266,74.046966,73.639025,5
27,Shuffle-MGF (control),74.000861,0.466641,0.579412,73.421449,74.580272,74.543562,74.17362,74.20357,73.746758,73.336793,5
28,Shuffle-MGF (control),73.953086,0.463674,0.575727,73.377359,74.528813,74.330216,73.946803,74.479088,73.64405,73.365272,5
29,Shuffle-MGF (control),74.098107,0.461078,0.572504,73.525603,74.670611,74.606502,74.194771,74.421261,73.787857,73.480143,5
30,Shuffle-MGF (control),73.687219,0.458808,0.569685,73.117535,74.256904,74.048648,73.578369,74.232629,73.492768,73.083684,5
31,Shuffle-MGF (control),72.644899,0.456822,0.567219,72.07768,73.212118,73.109366,72.623052,73.0523,72.433537,72.006239,5
32,Shuffle-MGF (control),73.155274,0.455084,0.565062,72.590212,73.720336,73.810209,72.952077,73.428184,72.895764,72.690137,5
33,Shuffle-MGF (control),72.778461,0.453565,0.563175,72.215286,73.341636,73.438125,72.410065,72.791262,72.947064,72.305788,5
34,Shuffle-MGF (control),71.384011,0.452235,0.561524,70.822487,71.945535,72.173754,71.144697,71.281809,71.274357,71.045436,5
35,Shuffle-MGF (control),74.530802,0.451073,0.560081,73.970722,75.090883,75.280247,74.369439,74.357084,74.558284,74.088957,5
36,Shuffle-MGF (control),74.832432,0.450056,0.558818,74.273614,75.39125,75.569473,74.619575,74.752516,74.85174,74.368855,5
37,Shuffle-MGF (control),73.005532,0.449166,0.557713,72.447819,73.563245,73.784883,72.844725,72.850537,72.919174,72.628342,5
38,Shuffle-MGF (control),72.416769,0.448388,0.556747,71.860022,72.973516,73.143549,72.440738,72.205873,72.35327,71.940415,5
39,Shuffle-MGF (control),73.144455,0.447707,0.555902,72.588554,73.700357,73.860402,73.074267,72.944256,73.19086,72.652492,5
40,Shuffle-MGF (control),73.257192,0.447112,0.555162,72.70203,73.812354,74.052919,73.065559,73.121717,73.050938,72.994827,5
41,Shuffle-MGF (control),73.390337,0.446591,0.554516,72.835821,73.944852,74.169071,73.225143,73.102336,73.346153,73.108981,5
42,Shuffle-MGF (control),72.290509,0.446135,0.55395,71.736559,72.844459,73.068033,72.179355,71.936242,72.184647,72.084267,5
43,Shuffle-MGF (control),72.418623,0.445737,0.553455,71.865168,72.972078,73.143991,72.239088,71.973281,72.49674,72.240015,5
44,Shuffle-MGF (control),73.452422,0.445388,0.553022,72.8994,74.005444,74.123712,73.523985,72.952872,73.501916,73.159625,5
45,Shuffle-MGF (control),72.848291,0.445083,0.552644,72.295647,73.400935,73.630452,72.74479,72.531919,72.621378,72.712915,5
46,Shuffle-MGF (control),72.695107,0.444816,0.552312,72.142794,73.247419,73.464214,72.459001,72.580002,72.633819,72.338498,5
47,Shuffle-MGF (control),73.292107,0.444583,0.552023,72.740084,73.84413,73.998027,73.369058,72.798139,73.129841,73.165471,5
48,Shuffle-MGF (control),73.263339,0.444379,0.551769,72.71157,73.815108,73.932555,73.418762,72.743885,73.083512,73.137982,5
49,Shuffle-MGF (control),72.98746,0.4442,0.551548,72.435912,73.539008,73.646914,73.095734,72.420254,72.866883,72.907515,5
50,Shuffle-MGF (control),72.750061,0.444044,0.551354,72.198708,73.301415,73.226797,72.883123,72.056626,72.61959,72.964171,5
51,Shuffle-MGF (control),73.017458,0.443908,0.551184,72.466273,73.568642,73.326523,73.523626,72.454188,72.682343,73.100608,5
52,Shuffle-MGF (control),72.547578,0.443788,0.551036,71.996542,73.098614,72.895659,73.014807,71.934592,72.285001,72.60783,5
53,Shuffle-MGF (control),72.232358,0.443684,0.550906,71.681452,72.783264,72.913413,72.158738,71.719097,72.026693,72.343848,5
54,Shuffle-MGF (control),72.724736,0.443592,0.550793,72.173943,73.275528,73.318983,72.623713,72.117317,72.626456,72.937208,5
55,Shuffle-MGF (control),72.91849,0.443512,0.550693,72.367797,73.469184,73.370166,72.662455,72.283694,73.043589,73.232547,5
56,Shuffle-MGF (control),73.168921,0.443442,0.550606,72.618314,73.719527,73.49858,72.960462,72.549212,73.167036,73.669313,5
57,Shuffle-MGF (control),72.940374,0.443381,0.55053,72.389843,73.490904,73.407954,72.685803,72.404485,72.8158,73.387827,5
58,Shuffle-MGF (control),73.002951,0.443328,0.550464,72.452487,73.553415,73.590937,72.759614,72.500196,72.841217,73.32279,5
59,Shuffle-MGF (control),72.960905,0.443281,0.550406,72.410499,73.511311,73.611874,72.596708,72.570751,72.822824,73.202368,5
60,Shuffle-MGF (control),72.816449,0.443259,0.550379,72.26607,73.366828,73.493825,72.36721,72.516122,72.725148,72.979942,5
2,w/o CSA,66.672978,1.116503,1.386321,65.286656,68.059299,68.293129,65.716257,67.111702,65.553455,66.690346,5
3,w/o CSA,71.173469,1.039186,1.29032,69.883149,72.46379,72.614736,70.182503,71.833219,70.295185,70.941704,5
4,w/o CSA,73.060979,0.971556,1.206346,71.854633,74.267324,74.51516,71.835937,73.243711,72.709956,73.000129,5
5,w/o CSA,74.005901,0.912397,1.132891,72.87301,75.138792,75.466667,72.937074,73.915448,73.852,73.858317,5
6,w/o CSA,74.792722,0.86065,1.068638,73.724084,75.86136,76.134189,73.740896,74.800406,74.723882,74.564235,5
7,w/o CSA,74.893164,0.815386,1.012435,73.88073,75.905599,76.142976,73.904625,74.904041,74.960836,74.553345,5
8,w/o CSA,74.927342,0.775792,0.963273,73.964069,75.890615,75.926848,73.746138,74.967517,74.97047,75.025738,5
9,w/o CSA,75.109294,0.741158,0.920269,74.189025,76.029563,76.006118,73.980218,75.416781,74.969753,75.173602,5
10,w/o CSA,75.113597,0.710863,0.882653,74.230945,75.99625,76.130759,74.130504,75.206483,75.008129,75.092112,5
11,w/o CSA,75.092206,0.684363,0.849749,74.242457,75.941954,76.028067,74.110869,75.148916,74.961543,75.211633,5
12,w/o CSA,74.723506,0.661183,0.820967,73.902539,75.544473,75.731621,73.935259,74.64471,74.435183,74.870758,5
13,w/o CSA,73.684042,0.640907,0.795791,72.888252,74.479833,74.585342,72.774378,73.725032,73.64535,73.690109,5
14,w/o CSA,73.271453,0.623171,0.773768,72.497685,74.045222,74.213406,72.473606,73.321307,73.238645,73.110302,5
15,w/o CSA,73.659208,0.607656,0.754505,72.904703,74.413713,74.640798,72.963536,73.527166,73.593077,73.571464,5
16,w/o CSA,74.233587,0.594086,0.737655,73.495933,74.971242,75.26369,73.994951,73.850517,74.207656,73.851124,5
17,w/o CSA,74.261741,0.582215,0.722916,73.538825,74.984656,75.132903,74.048552,74.189084,74.402066,73.536099,5
18,w/o CSA,74.383575,0.571832,0.710023,73.673552,75.093598,75.029893,74.043234,74.720252,74.538984,73.585512,5
19,w/o CSA,74.541185,0.562749,0.698745,73.84244,75.23993,75.439441,74.341993,74.634375,73.924053,74.366064,5
20,w/o CSA,74.348291,0.554804,0.68888,73.659411,75.037171,74.977037,74.098231,74.853442,73.653768,74.158978,5
21,w/o CSA,73.829727,0.547855,0.680251,73.149476,74.509978,74.514606,73.402715,74.153362,73.167918,73.910035,5
22,w/o CSA,73.70863,0.541776,0.672703,73.035927,74.381334,74.416959,73.396161,73.822017,72.989145,73.91887,5
23,w/o CSA,73.874355,0.536458,0.666101,73.208254,74.540455,74.415861,73.537242,74.077377,73.113841,74.227452,5
24,w/o CSA,74.052004,0.531807,0.660326,73.391678,74.71233,74.621568,73.638483,74.072747,73.406917,74.520304,5
25,w/o CSA,74.29973,0.527738,0.655274,73.644456,74.955003,74.707413,73.666284,74.508974,73.806664,74.809313,5
26,w/o CSA,74.153922,0.52418,0.650855,73.503067,74.804777,74.390964,73.639213,74.350597,73.587795,74.80104,5
27,w/o CSA,73.964593,0.521066,0.646989,73.317604,74.611583,74.456654,73.692725,73.865947,73.29027,74.51737,5
28,w/o CSA,74.019671,0.518343,0.643608,73.376062,74.663279,73.838208,74.062731,74.204261,73.287776,74.705377,5
29,w/o CSA,74.030981,0.515962,0.640651,73.39033,74.671632,74.010508,73.741024,74.131447,73.447401,74.824525,5
30,w/o CSA,74.005286,0.513878,0.638064,73.367223,74.64335,74.211195,73.775471,74.090684,73.284655,74.664427,5
31,w/o CSA,72.823211,0.512055,0.635801,72.18741,73.459012,73.273244,72.127923,73.236434,72.440909,73.037545,5
32,w/o CSA,73.002705,0.510461,0.633821,72.368883,73.636526,73.494992,72.629006,73.328376,72.303322,73.257828,5
33,w/o CSA,72.582124,0.509067,0.63209,71.950035,73.214214,73.062137,72.306154,72.952832,71.832456,72.757044,5
34,w/o CSA,71.13671,0.507847,0.630575,70.506135,71.767285,71.724388,70.765992,71.464881,70.481681,71.246609,5
35,w/o CSA,74.26715,0.50678,0.629251,73.6379,74.896401,74.76456,73.938208,74.767031,73.617969,74.247983,5
36,w/o CSA,74.653553,0.505847,0.628092,74.025461,75.281645,74.967178,74.504501,75.31585,73.992679,74.487557,5
37,w/o CSA,72.630194,0.50503,0.627078,72.003116,73.257272,73.051479,72.520866,73.142145,71.879652,72.55683,5
38,w/o CSA,72.171502,0.504316,0.626191,71.545311,72.797694,72.669543,71.930677,72.342985,71.414014,72.500293,5
39,w/o CSA,73.327268,0.503692,0.625416,72.701853,73.952684,73.324503,73.252768,73.693288,72.537289,73.828492,5
40,w/o CSA,73.227686,0.503145,0.624737,72.602949,73.852423,73.013321,73.409752,73.508004,72.461733,73.745622,5
41,w/o CSA,73.251291,0.502667,0.624144,72.627147,73.875435,73.165136,73.167602,73.447325,72.546279,73.930113,5
42,w/o CSA,74.619253,0.502249,0.623625,73.995628,75.242877,74.626007,74.535946,74.805655,73.871056,75.257599,5
43,w/o CSA,73.855545,0.501883,0.623171,73.232374,74.478715,73.759617,73.695662,73.777405,73.347643,74.697396,5
